"","screen_name","user_id","prob_bot"
"0a0af8893cdc8454338447004eeaf65ee2934977c71ec48d3bb17e6723e1daef",NA,NA,NA
"0dea399346f2f1a94e11fbc84897a35f1ccd3fcde6ea5f0e207ba0b296412e47","0dea399346f2f1a94e11fbc84897a35f1ccd3fcde6ea5f0e207ba0b296412e47","0dea399346f2f1a94e11fbc84897a35f1ccd3fcde6ea5f0e207ba0b296412e47",0.581992753246053
"11b2a99966def750bb3e9a4b52d46826cec464aefefecfb792c3b0da7e2d2be7","11b2a99966def750bb3e9a4b52d46826cec464aefefecfb792c3b0da7e2d2be7","11b2a99966def750bb3e9a4b52d46826cec464aefefecfb792c3b0da7e2d2be7",0.709055160911502
"14882528f53ed4b8fbadce206679b89258e363212b5a63f31777f4e93e1a5ccf","14882528f53ed4b8fbadce206679b89258e363212b5a63f31777f4e93e1a5ccf","14882528f53ed4b8fbadce206679b89258e363212b5a63f31777f4e93e1a5ccf",0.713610570348011
"21ede93ad40450cf820f249bde68d4622b61894a6597de8c6290f034acc8f059","21ede93ad40450cf820f249bde68d4622b61894a6597de8c6290f034acc8f059","21ede93ad40450cf820f249bde68d4622b61894a6597de8c6290f034acc8f059",0.455221905971681
"274d180d1de8828a8e3e7f62eec224ba9e3d04481e5d9eb29bf1cab882004a1b","274d180d1de8828a8e3e7f62eec224ba9e3d04481e5d9eb29bf1cab882004a1b","274d180d1de8828a8e3e7f62eec224ba9e3d04481e5d9eb29bf1cab882004a1b",0.580527290308343
"2d60b8bc4ff97649d507084f47f8e916263eac2d7e60ab7576d7c0722c39f88b","2d60b8bc4ff97649d507084f47f8e916263eac2d7e60ab7576d7c0722c39f88b","2d60b8bc4ff97649d507084f47f8e916263eac2d7e60ab7576d7c0722c39f88b",0.271721198527787
"3434652527f405b7fd0a49064a0760dc11c1eaf80a42b7c8afc800d6a3612ce2","3434652527f405b7fd0a49064a0760dc11c1eaf80a42b7c8afc800d6a3612ce2","3434652527f405b7fd0a49064a0760dc11c1eaf80a42b7c8afc800d6a3612ce2",0.54853439717859
"3c46bd68165bb49be66c657de7f09b1cbd130e65934abd29f5aec28e2a86d43d","3c46bd68165bb49be66c657de7f09b1cbd130e65934abd29f5aec28e2a86d43d","3c46bd68165bb49be66c657de7f09b1cbd130e65934abd29f5aec28e2a86d43d",0.67869530838945
"3da8a7609e8e8bbc93fb2051c4d6568ad5436d629d003735f217ecd3acd1bb7e","3da8a7609e8e8bbc93fb2051c4d6568ad5436d629d003735f217ecd3acd1bb7e","3da8a7609e8e8bbc93fb2051c4d6568ad5436d629d003735f217ecd3acd1bb7e",0.628140023230932
"3f22ec97e6f7c68c28e59390710135dbfd067aa024eeb34f13dbb905b4dde4a5","3f22ec97e6f7c68c28e59390710135dbfd067aa024eeb34f13dbb905b4dde4a5","3f22ec97e6f7c68c28e59390710135dbfd067aa024eeb34f13dbb905b4dde4a5",0.602618008115728
"40bd0ff013b85c7646ca07ad238bc4dc865ce2cc87034af6e7884e69481f6422","40bd0ff013b85c7646ca07ad238bc4dc865ce2cc87034af6e7884e69481f6422","40bd0ff013b85c7646ca07ad238bc4dc865ce2cc87034af6e7884e69481f6422",0.234413097989117
